timestamp,power_w,temperature_c,gpu_util_pct,memory_used_mib,graphics_clock_mhz,memory_clock_mhz
2026/07/30 23:09:31.976, 350.48, 64, 76, 93151, 2445, 13365
2026/07/30 23:09:33.057, 350.42, 65, 73, 93151, 2505, 13365
2026/07/30 23:09:34.131, 350.48, 64, 73, 93151, 2452, 13365
2026/07/30 23:09:35.203, 350.26, 65, 72, 93151, 2467, 13365
2026/07/30 23:09:36.283, 350.63, 64, 74, 93151, 2475, 13365
2026/07/30 23:09:37.353, 346.99, 64, 75, 93151, 2445, 13365
2026/07/30 23:09:38.427, 353.24, 65, 72, 93151, 2497, 13365
2026/07/30 23:09:39.506, 350.07, 65, 78, 93151, 2445, 13365
2026/07/30 23:09:40.581, 350.09, 64, 77, 93151, 2430, 13365
2026/07/30 23:09:41.657, 349.88, 65, 76, 93151, 2445, 13365
2026/07/30 23:09:42.733, 350.06, 64, 76, 93151, 2445, 13365
2026/07/30 23:09:43.813, 349.68, 65, 72, 93151, 2482, 13365
2026/07/30 23:09:44.887, 350.12, 64, 75, 93151, 2460, 13365
2026/07/30 23:09:45.961, 350.28, 64, 76, 93151, 2445, 13365
2026/07/30 23:09:47.037, 350.28, 64, 78, 93151, 2437, 13365
2026/07/30 23:09:48.113, 350.07, 64, 77, 93151, 2445, 13365
2026/07/30 23:09:49.191, 349.49, 65, 75, 93151, 2452, 13365
2026/07/30 23:09:50.271, 348.64, 64, 72, 93151, 2497, 13365
2026/07/30 23:09:51.350, 350.59, 65, 72, 93151, 2490, 13365
2026/07/30 23:09:52.427, 350.38, 65, 74, 93151, 2437, 13365
2026/07/30 23:09:53.499, 349.42, 65, 71, 93151, 2490, 13365
2026/07/30 23:09:54.576, 350.42, 64, 77, 93151, 2437, 13365
2026/07/30 23:09:55.655, 350.63, 64, 77, 93151, 2452, 13365
2026/07/30 23:09:56.733, 349.34, 65, 73, 93151, 2422, 13365
2026/07/30 23:09:57.808, 349.92, 64, 77, 93151, 2445, 13365
2026/07/30 23:09:58.882, 349.49, 64, 78, 93151, 2490, 13365
2026/07/30 23:09:59.961, 350.49, 65, 74, 93151, 2452, 13365
2026/07/30 23:10:01.038, 351.06, 64, 74, 93151, 2475, 13365
2026/07/30 23:10:02.109, 314.64, 62, 87, 93151, 1657, 13365
2026/07/30 23:10:03.186, 360.73, 65, 72, 93151, 2445, 13365
2026/07/30 23:10:04.261, 350.07, 64, 73, 93151, 2475, 13365
2026/07/30 23:10:05.338, 350.10, 65, 73, 93151, 2452, 13365
2026/07/30 23:10:06.414, 350.16, 65, 74, 93151, 2467, 13365
2026/07/30 23:10:07.486, 350.64, 64, 75, 93151, 2452, 13365
